,Model,Year,Fuel Type,City MPG,Highway MPG,Combined MPG,Annual Fuel Cost,Annual Consumption (Barrels),Highway Electricity Consumption,City Electricity Consumption,Combined Electricity Consumption,Vehicle Class,YouSaveOrSpend,AlternativeVehicleType
6965,Hyundai Tiburon,2003,Regular,18.17,25.67,21.17,2566.67,14.1338,0.0,0.0,0.0,Subcompact Cars,-3333.33,
7047,Hyundai Xg350,2003,Regular,15.0,24.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Midsize Cars,-5500.0,
7060,Infiniti Fx35 2Wd,2003,Regular,15.0,22.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-6250.0,
7061,Infiniti Fx35 Awd,2003,Regular,15.0,20.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-6250.0,
7082,Infiniti Fx45 Awd,2003,Premium,13.0,18.0,15.0,4500.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-13000.0,
7100,Infiniti G35,2003,Premium,17.0,24.0,19.33,3266.67,15.3974,0.0,0.0,0.0,Compact Cars,-6833.33,
7136,Infiniti I35,2003,Regular,17.0,24.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Midsize Cars,-4000.0,
7155,Infiniti M45,2003,Premium,16.0,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Compact Cars,-9250.0,
7176,Infiniti Q45,2003,Premium,16.0,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Large Cars,-9250.0,
7273,Infiniti Qx4 2Wd,2003,Regular,14.0,19.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-7250.0,
7277,Infiniti Qx4 4Wd,2003,Regular,14.0,18.0,15.0,3600.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-8500.0,
7374,Isuzu Ascender 2Wd,2003,Regular,14.0,18.5,15.5,3475.0,19.2142,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-7875.0,
7376,Isuzu Ascender 4Wd,2003,Regular,13.0,17.5,14.5,3725.0,20.5424,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-9125.0,
7395,Isuzu Axiom 2Wd,2003,Regular,15.0,19.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-7250.0,
7398,Isuzu Axiom 4Wd,2003,Regular,14.0,19.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-7250.0,
7419,Isuzu Rodeo 2Wd,2003,Regular,16.33,21.33,18.0,3000.0,16.5624,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-5500.0,
7424,Isuzu Rodeo 4Wd,2003,Regular,15.5,20.5,17.0,3150.0,17.5006,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-6250.0,
7428,Isuzu Rodeo Sport 2Wd,2003,Regular,16.33,21.33,18.0,3000.0,16.5624,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-5500.0,
7431,Isuzu Rodeo Sport 4Wd,2003,Regular,15.0,21.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-6250.0,
7555,Jaguar S-Type 3.0 Litre,2003,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Midsize Cars,-8250.0,
7561,Jaguar S-Type 4.2 Litre,2003,Premium,15.0,24.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Midsize Cars,-9250.0,
7567,Jaguar S-Type R,2003,Premium,15.0,22.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Midsize Cars,-10500.0,
7574,Jaguar Super V8,2003,Premium,14.0,20.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Midsize Cars,-11750.0,
7583,Jaguar Vanden Plas,2003,Premium,15.0,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Midsize Cars,-9250.0,
7593,Jaguar X-Type,2003,Premium,16.5,24.25,19.25,3512.5,15.4627,0.0,0.0,0.0,Compact Cars,-8062.5,
7686,Jaguar Xj Sport,2003,Premium,15.0,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Compact Cars,-9250.0,
7690,Jaguar Xj8,2003,Premium,15.0,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Compact Cars,-9250.0,
7721,Jaguar Xjr,2003,Premium,14.0,20.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Compact Cars,-11750.0,
7749,Jaguar Xk8,2003,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Subcompact Cars,-8250.0,
7756,Jaguar Xk8 Convertible,2003,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Minicompact Cars,-8250.0,
7763,Jaguar Xkr,2003,Premium,14.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Subcompact Cars,-10500.0,
7773,Jaguar Xkr Convertible,2003,Premium,14.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Minicompact Cars,-10500.0,
7872,Jeep Grand Cherokee 2Wd,2003,Regular,14.0,19.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-7250.0,
7897,Jeep Grand Cherokee 4Wd,2003,Regular,14.0,19.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-7250.0,
7963,Jeep Liberty/Cherokee 2Wd,2003,Regular,15.67,20.67,17.67,3050.0,16.8865,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-5750.0,
7968,Jeep Liberty/Cherokee 4Wd,2003,Regular,15.33,20.67,17.67,3050.0,16.8865,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-5750.0,
8069,Jeep Wrangler/Tj 4Wd,2003,Regular,15.25,17.75,16.5,3250.0,18.0475,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-6750.0,
8168,Kia Optima,2003,Regular,18.75,26.25,21.75,2475.0,13.6982,0.0,0.0,0.0,Midsize Cars,-2875.0,
8195,Kia Rio,2003,Regular,22.5,30.0,25.5,2100.0,11.6715,0.0,0.0,0.0,Compact Cars,-1000.0,
8228,Kia Sedona,2003,Regular,14.0,18.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Minivan - 2WD,-7250.0,
8264,Kia Sorento 2Wd,2003,Regular,14.0,18.0,15.0,3600.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-8500.0,
8275,Kia Sorento 4Wd,2003,Regular,13.0,17.0,15.0,3600.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-8500.0,
8339,Kia Spectra,2003,Regular,20.0,28.0,23.0,2350.0,12.9597,0.0,0.0,0.0,Compact Cars,-2250.0,
8514,Lamborghini L-147 Murcielago,2003,Premium,8.0,12.0,10.0,6800.0,29.751,0.0,0.0,0.0,Two Seaters,-24500.0,
8557,Land Rover Discovery Series Ii,2003,Premium,11.0,14.0,12.0,5650.0,24.7925,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-18750.0,
8576,Land Rover Freelander 3 Door,2003,Regular,15.0,19.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-6250.0,
8577,Land Rover Freelander 5 Door,2003,Regular,15.0,19.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-6250.0,
8606,Land Rover Range Rover,2003,Premium,11.0,16.0,13.0,5200.0,22.8854,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-16500.0,
8706,Lexus Es 300,2003,Regular,18.0,27.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Midsize Cars,-3250.0,
8746,Lexus Gs 300/Gs 430,2003,Premium,16.0,22.5,18.5,3650.0,16.0934,0.0,0.0,0.0,Midsize Cars,-8750.0,
8805,Lexus Gx 470,2003,Regular,14.0,17.0,15.0,3600.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-8500.0,
8838,Lexus Is 300,2003,Premium,16.0,22.5,18.0,3750.0,16.5283,0.0,0.0,0.0,Compact Cars,-9250.0,
8912,Lexus Ls 430,2003,Premium,17.0,23.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Large Cars,-8250.0,
8971,Lexus Lx 470,2003,Regular,12.0,16.0,13.0,4150.0,22.8854,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-11250.0,
9068,Lexus Rx 300,2003,Regular,17.0,21.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Midsize Station Wagons,-5500.0,
9072,Lexus Rx 300 4Wd,2003,Regular,16.0,21.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Midsize Station Wagons,-5500.0,
9129,Lexus Sc 300/Sc 430,2003,Premium,16.0,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Minicompact Cars,-9250.0,
9143,Lincoln Aviator 2Wd,2003,Regular,12.0,17.0,14.0,3850.0,21.2507,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-9750.0,
9146,Lincoln Aviator 4Wd,2003,Regular,12.0,17.0,14.0,3850.0,21.2507,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-9750.0,
9158,Lincoln Blackwood 2Wd,2003,Premium,11.0,16.0,13.0,5200.0,22.8854,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-16500.0,
9183,Lincoln Ls,2003,Premium,16.75,23.5,19.25,3537.5,15.5248,0.0,0.0,0.0,Midsize Cars,-8187.5,
9320,Lincoln Navigator 2Wd,2003,Premium,11.0,15.0,13.0,5200.0,22.8854,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-16500.0,
9372,Lincoln Town Car,2003,Regular,16.0,23.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Large Cars,-5500.0,
9393,Lotus Esprit V8,2003,Premium,14.0,21.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Two Seaters,-11750.0,
9422,Maserati Coupe Cambiocorsa/Coupe Gt,2003,Premium,10.0,15.5,12.0,5650.0,24.7925,0.0,0.0,0.0,Subcompact Cars,-18750.0,
9560,Maserati Spider Cambiocorsa/Spider Gt,2003,Premium,10.0,15.5,12.0,5650.0,24.7925,0.0,0.0,0.0,Two Seaters,-18750.0,
9660,Mazda 6,2003,Regular,19.0,26.25,21.5,2525.0,13.9176,0.0,0.0,0.0,Midsize Cars,-3125.0,
9688,Mazda B2300 2Wd,2003,Regular,20.5,25.0,22.5,2400.0,13.2292,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-2500.0,
9703,Mazda B3000 2Wd,2003,Regular,16.5,20.5,17.5,3075.0,17.0145,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-5875.0,
9705,Mazda B3000 2Wd Ffv,2003,Gasoline or E85,15.0,20.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-6250.0,FFV
9708,Mazda B3000 4Wd,2003,Regular,15.5,18.5,16.5,3250.0,18.0475,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-6750.0,
9715,Mazda B4000 2Wd,2003,Regular,14.5,19.5,16.5,3250.0,18.0475,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-6750.0,
9724,Mazda B4000 4Wd,2003,Regular,14.0,17.0,15.0,3600.0,19.834,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-8500.0,
9822,Mazda Mpv,2003,Regular,16.0,23.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Minivan - 2WD,-5500.0,
9849,Mazda Mx-5 Miata,2003,Premium,20.0,25.67,22.33,3050.0,13.3272,0.0,0.0,0.0,Two Seaters,-5750.0,
9854,Mazda Protege/Protege 5,2003,Regular,21.75,27.75,23.75,2425.0,12.531,0.0,0.0,0.0,Compact Cars,-2625.0,
9872,Mazda Tribute 2Wd,2003,Regular,18.5,24.0,20.5,2650.0,14.5908,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-3750.0,
9878,Mazda Tribute 4Wd,2003,Regular,17.5,22.0,19.5,2775.0,15.3477,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-4375.0,
10193,Mercedes-Benz C230 Kompressor,2003,Premium,19.5,28.25,22.75,2987.5,13.0945,0.0,0.0,0.0,Compact Cars,-5437.5,
10200,Mercedes-Benz C240,2003,Premium,16.0,23.5,18.5,3650.0,16.0934,0.0,0.0,0.0,Compact Cars,-8750.0,
10202,Mercedes-Benz C240 (Wagon),2003,Premium,16.0,23.5,18.5,3650.0,16.0934,0.0,0.0,0.0,Small Station Wagons,-8750.0,
10204,Mercedes-Benz C240 4Matic,2003,Premium,17.0,23.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Compact Cars,-8250.0,
10207,Mercedes-Benz C240 4Matic (Wagon),2003,Premium,17.0,23.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Small Station Wagons,-8250.0,
10280,Mercedes-Benz C32 Amg,2003,Premium,15.0,19.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Compact Cars,-10500.0,
10284,Mercedes-Benz C320,2003,Premium,16.5,23.5,19.0,3575.0,15.7019,0.0,0.0,0.0,Compact Cars,-8375.0,
10288,Mercedes-Benz C320 (Wagon),2003,Premium,16.5,23.5,19.0,3575.0,15.7019,0.0,0.0,0.0,Small Station Wagons,-8375.0,
10289,Mercedes-Benz C320 4Matic,2003,Premium,17.0,23.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Compact Cars,-8250.0,
10291,Mercedes-Benz C320 4Matic (Wagon),2003,Premium,17.0,23.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Small Station Wagons,-8250.0,
10297,Mercedes-Benz C320 Sports Coupe,2003,Premium,16.0,23.0,18.5,3650.0,16.0934,0.0,0.0,0.0,Compact Cars,-8750.0,
10342,Mercedes-Benz Cl500,2003,Premium,14.0,20.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Compact Cars,-11750.0,
10348,Mercedes-Benz Cl55 Amg,2003,Premium,13.0,20.0,15.0,4500.0,19.834,0.0,0.0,0.0,Compact Cars,-13000.0,
10362,Mercedes-Benz Cl600,2003,Premium,12.0,17.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Compact Cars,-14750.0,
10415,Mercedes-Benz Clk320,2003,Premium,17.0,24.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Subcompact Cars,-7500.0,
10421,Mercedes-Benz Clk320 (Cabriolet),2003,Premium,17.0,25.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Subcompact Cars,-7500.0,
10438,Mercedes-Benz Clk430 (Cabriolet),2003,Premium,16.0,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Subcompact Cars,-9250.0,
10439,Mercedes-Benz Clk500,2003,Premium,15.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Subcompact Cars,-10500.0,
10448,Mercedes-Benz Clk55 Amg,2003,Premium,14.0,20.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Subcompact Cars,-11750.0,
10510,Mercedes-Benz E320,2003,Premium,17.0,24.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Midsize Cars,-7500.0,
10516,Mercedes-Benz E320 (Wagon),2003,Premium,17.0,25.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Midsize Station Wagons,-7500.0,
10527,Mercedes-Benz E320 4Matic (Wagon),2003,Premium,17.0,24.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Midsize Station Wagons,-7500.0,
10624,Mercedes-Benz E500,2003,Premium,15.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Midsize Cars,-10500.0,
10638,Mercedes-Benz E55 Amg,2003,Premium,13.0,19.0,15.0,4500.0,19.834,0.0,0.0,0.0,Midsize Cars,-13000.0,
10703,Mercedes-Benz G500,2003,Premium,11.0,13.0,12.0,5650.0,24.7925,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-18750.0,
10709,Mercedes-Benz G55 Amg,2003,Premium,12.0,14.0,13.0,5200.0,22.8854,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-16500.0,
10883,Mercedes-Benz Ml320,2003,Premium,14.0,17.0,15.0,4500.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-13000.0,
10884,Mercedes-Benz Ml350,2003,Premium,14.0,17.0,15.0,4500.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-13000.0,
10907,Mercedes-Benz Ml500,2003,Premium,13.0,16.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-14750.0,
10915,Mercedes-Benz Ml55 Amg,2003,Premium,13.0,17.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-14750.0,
10948,Mercedes-Benz S430,2003,Premium,15.0,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Large Cars,-9250.0,
10952,Mercedes-Benz S430 4Matic,2003,Premium,15.0,20.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Large Cars,-10500.0,
10965,Mercedes-Benz S500,2003,Premium,14.0,20.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Large Cars,-11750.0,
10969,Mercedes-Benz S500 4Matic,2003,Premium,14.0,19.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Large Cars,-11750.0,
10975,Mercedes-Benz S55 Amg,2003,Premium,13.0,20.0,15.0,4500.0,19.834,0.0,0.0,0.0,Large Cars,-13000.0,
11022,Mercedes-Benz S600,2003,Premium,12.0,17.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Large Cars,-14750.0,
11066,Mercedes-Benz Sl500,2003,Premium,14.0,20.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Two Seaters,-11750.0,
11070,Mercedes-Benz Sl55 Amg,2003,Premium,12.0,18.0,14.0,4850.0,21.2507,0.0,0.0,0.0,Two Seaters,-14750.0,
11121,Mercedes-Benz Slk230 Kompressor,2003,Premium,18.0,25.5,21.0,3250.0,14.1993,0.0,0.0,0.0,Two Seaters,-6750.0,
11134,Mercedes-Benz Slk32 Amg,2003,Premium,15.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Two Seaters,-10500.0,
11138,Mercedes-Benz Slk320,2003,Premium,16.5,24.0,19.0,3575.0,15.7019,0.0,0.0,0.0,Two Seaters,-8375.0,
11187,Mercury Grand Marquis,2003,Regular,16.0,23.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Large Cars,-5500.0,
11196,Mercury Marauder,2003,Premium,15.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Large Cars,-10500.0,
11244,Mercury Mountaineer 2Wd,2003,Regular,13.0,18.0,15.0,3600.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-8500.0,
11253,Mercury Mountaineer 2Wd Ffv,2003,Gasoline or E85,14.0,19.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-7250.0,FFV
11258,Mercury Mountaineer 4Wd,2003,Regular,13.0,18.0,15.0,3600.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-8500.0,
11266,Mercury Mountaineer 4Wd Ffv,2003,Gasoline or E85,14.0,19.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-7250.0,FFV
11275,Mercury Sable,2003,Regular,17.67,25.33,20.67,2600.0,14.4033,0.0,0.0,0.0,Midsize Cars,-3500.0,FFV
11286,Mercury Sable Wagon,2003,Regular,17.0,24.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Midsize Station Wagons,-4750.0,FFV
11301,Mini Cooper,2003,Premium,23.5,31.0,26.5,2550.0,11.2629,0.0,0.0,0.0,Minicompact Cars,-3250.0,
11399,Mini Cooper S,2003,Premium,22.0,31.0,25.0,2700.0,11.9004,0.0,0.0,0.0,Minicompact Cars,-4000.0,
11595,Mitsubishi Diamante Sedan,2003,Premium,16.0,23.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Midsize Cars,-9250.0,
11601,Mitsubishi Eclipse,2003,Regular,19.0,26.25,21.62,2662.5,13.7918,0.0,0.0,0.0,Subcompact Cars,-3812.5,
11636,Mitsubishi Eclipse Spyder,2003,Regular,18.67,25.83,21.17,2791.67,14.1107,0.0,0.0,0.0,Minicompact Cars,-4458.33,
11663,Mitsubishi Galant,2003,Regular,18.67,25.0,21.0,2783.33,14.1671,0.0,0.0,0.0,Midsize Cars,-4416.67,
11679,Mitsubishi Lancer,2003,Regular,22.25,28.75,24.75,2175.0,12.0542,0.0,0.0,0.0,Compact Cars,-1375.0,
11700,Mitsubishi Lancer Evolution,2003,Premium,16.0,23.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Compact Cars,-8250.0,
11745,Mitsubishi Montero,2003,Premium,13.5,18.0,15.0,4500.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-13000.0,
11752,Mitsubishi Montero Sport 2Wd,2003,Regular,15.5,20.5,17.5,3075.0,17.0145,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-5875.0,
11757,Mitsubishi Montero Sport 4Wd,2003,Regular,14.5,18.0,16.0,3375.0,18.6673,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-7375.0,
11762,Mitsubishi Nativa 2Wd(Puerto Rico Only),2003,Regular,16.0,21.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-5500.0,
11767,Mitsubishi Outlander 2Wd,2003,Regular,18.0,24.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-3250.0,
11788,Mitsubishi Outlander 4Wd,2003,Regular,18.0,23.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-4000.0,
11851,Morgan Plus Eight,2003,Premium,15.0,22.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Two Seaters,-10500.0,
11852,Nissan 350Z,2003,Premium,17.5,24.0,19.5,3475.0,15.267,0.0,0.0,0.0,Two Seaters,-7875.0,
11891,Nissan Altima,2003,Regular,19.0,25.5,21.5,2525.0,13.924,0.0,0.0,0.0,Midsize Cars,-3125.0,
12000,Nissan Frontier 2Wd,2003,Regular,18.5,22.5,20.0,2700.0,14.9128,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-4000.0,
12051,Nissan Frontier V6 2Wd,2003,Premium,14.5,18.25,15.75,3875.0,18.9407,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-9875.0,
12059,Nissan Frontier V6 4Wd,2003,Premium,14.0,17.75,15.5,3962.5,19.2949,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-10312.5,
12135,Nissan Maxima,2003,Regular,18.0,25.0,20.5,2625.0,14.5213,0.0,0.0,0.0,Midsize Cars,-3625.0,
12155,Nissan Murano 2Wd,2003,Regular,18.0,23.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-4000.0,
12157,Nissan Murano Awd,2003,Regular,18.0,23.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-4000.0,
12218,Nissan Pathfinder 2Wd,2003,Regular,14.5,18.5,16.0,3350.0,18.5944,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-7250.0,
12242,Nissan Pathfinder 4Wd,2003,Regular,14.5,18.0,15.5,3475.0,19.2142,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-7875.0,
12353,Nissan Sentra,2003,Regular,22.0,28.8,24.6,2210.0,12.2076,0.0,0.0,0.0,Compact Cars,-1550.0,
12464,Nissan Xterra 2Wd,2003,Regular,17.0,22.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-4750.0,
12491,Nissan Xterra V6 2Wd,2003,Premium,14.5,18.25,15.75,3875.0,18.9407,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-9875.0,
12496,Nissan Xterra V6 4Wd,2003,Premium,14.25,18.0,15.5,3925.0,19.2142,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-10125.0,
12504,Oldsmobile Alero,2003,Regular,20.33,29.0,23.67,2283.33,12.656,0.0,0.0,0.0,Compact Cars,-1916.67,
12508,Oldsmobile Aurora,2003,Regular,15.0,24.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Midsize Cars,-5500.0,
12510,Oldsmobile Bravada 2Wd,2003,Regular,14.0,20.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-7250.0,
12515,Oldsmobile Bravada Awd,2003,Regular,13.0,19.0,15.0,3600.0,19.834,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-8500.0,
12523,Oldsmobile Silhouette 2Wd,2003,Regular,17.0,24.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Minivan - 2WD,-4000.0,
12526,Oldsmobile Silhouette Awd,2003,Regular,16.0,22.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Minivan - 4WD,-5500.0,
12552,Pontiac Aztek Awd,2003,Regular,16.0,22.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Sport Utility Vehicle - 4WD,-5500.0,
12557,Pontiac Aztek Fwd,2003,Regular,17.0,24.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Sport Utility Vehicle - 2WD,-4000.0,
12563,Pontiac Bonneville,2003,Premium,16.5,26.0,20.0,3050.0,14.9128,0.0,0.0,0.0,Large Cars,-5750.0,
12595,Pontiac Grand Am,2003,Regular,20.33,29.0,23.67,2283.33,12.656,0.0,0.0,0.0,Compact Cars,-1916.67,
12601,Pontiac Grand Prix,2003,Regular,17.0,26.0,20.0,2933.33,14.9004,0.0,0.0,0.0,Midsize Cars,-5166.67,
12611,Pontiac Montana Awd,2003,Regular,16.0,22.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Minivan - 4WD,-5500.0,
12616,Pontiac Montana Fwd,2003,Regular,17.0,24.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Minivan - 2WD,-4000.0,
12631,Pontiac Sunfire,2003,Regular,21.5,30.0,25.0,2150.0,11.9004,0.0,0.0,0.0,Compact Cars,-1250.0,
12642,Pontiac Vibe,2003,Regular,23.75,30.0,26.0,2350.0,11.4852,0.0,0.0,0.0,Small Station Wagons,-2250.0,
12650,Pontiac Vibe Awd,2003,Regular,22.0,29.0,25.0,2150.0,11.9004,0.0,0.0,0.0,Small Station Wagons,-1250.0,
12986,Porsche Boxster,2003,Premium,17.0,25.5,20.0,3400.0,14.9128,0.0,0.0,0.0,Two Seaters,-7500.0,
13011,Porsche Boxster S,2003,Premium,15.5,24.0,18.5,3650.0,16.0934,0.0,0.0,0.0,Two Seaters,-8750.0,
13035,Porsche Carrera 2 Cabriolet,2003,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Minicompact Cars,-8250.0,
13042,Porsche Carrera 2 Cabriolet Kit,2003,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Minicompact Cars,-8250.0,
13045,Porsche Carrera 2 Coupe,2003,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Minicompact Cars,-8250.0,
13052,Porsche Carrera 2 Coupe Kit,2003,Premium,16.0,24.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Minicompact Cars,-8250.0,
13065,Porsche Carrera 4 Cabriolet,2003,Premium,15.0,21.5,17.5,3875.0,17.0145,0.0,0.0,0.0,Minicompact Cars,-9875.0,
13072,Porsche Carrera 4 Cabriolet Kit,2003,Premium,15.0,21.5,17.5,3875.0,17.0145,0.0,0.0,0.0,Minicompact Cars,-9875.0,
13079,Porsche Carrera 4 S,2003,Premium,15.0,21.5,17.5,3875.0,17.0145,0.0,0.0,0.0,Minicompact Cars,-9875.0,
